PromptID,PMCID,Outcome,Intervention,Comparator
7773,3599938,Enrollment into the randomized controlled trial,Follow-up invitation by telephone,Follow-up invitation by mail
7774,3599938,Age of the participants,Follow-up invitation by telephone,Follow-up invitation by mail
7780,4018592,Weight until week 28 of pregnancy,Multivitamin-mineral supplement,Multivitamin supplement
7781,4018592,BMI at week 28 of pregnancy,Multivitamin-mineral supplement,Multivitamin supplement
7783,4018592,Newborns' height and Apgar score,Multivitamin-mineral supplement,Multivitamin supplement
7787,4101294,Overall response rate,CT-PFNECII plus second-line chemotherapy (combination group),Second-line chemotherapy alone (chemotherapy group)
7788,4101294,Disease control rate,CT-PFNECII plus second-line chemotherapy (combination group),Second-line chemotherapy alone (chemotherapy group)
7789,4101294,Progression-free survival,CT-PFNECII plus second-line chemotherapy (combination group),Second-line chemotherapy alone (chemotherapy group)
7790,4101294,Median survival,CT-PFNECII plus second-line chemotherapy (combination group),Second-line chemotherapy alone (chemotherapy group)
7794,3508963,Pain relief,Intravenous lidocaine,Intravenous morphine
7804,5960495,Baseline characteristics,Heavyweight mesh,Lightweight mesh
7805,3368260,Tryptophan levels,ATD,Placebo
7808,5623327,"Percentage of patients achieving comprehensive disease control based on DAS28(CRP)≤3.2, DAS28(CRP)<2.6 or SDAI≤3.3 at week 52",therapy with adalimumab in addition to MTX,therapy with placebo in addition to MTX
7809,5623327,"patients with early RA (PREMIER), CDC based on DAS28(CRP)<2.6",therapy with adalimumab in addition to MTX,therapy with placebo in addition to MTX
7811,2602945,Utilization of Physician time,patients who came on time,patients who came late
7812,2602945,exam room utilization time,on-time patients,late patients
7815,2602945,exam room utilization time,new patient,return patient
7820,5341634,time before rescue analgesic,nalbuphine hydrochloride in addition to levobupivacaine,normal saline in addition to levobupivacaine
7821,5341634,Postoperative lower VAS scale,nalbuphine hydrochloride,levobupivacaine + normal saline
7827,5754508,macrophage activation,LPS exposure,Saline axposure
7828,5754508,concentration of sCD163,LPS exposure,placebo exposure
7830,4230312,improvement of disorder,quetiapine 600 mg/day,placebo
7831,4541185,duration of sensory and motor block,ropivacaine + diluted clonidine with saline,ropivacaine + saline
7832,4541185,duration of analgesia,ropivacaine + diluted clonidine with saline,ropivacaine + saline
7833,4541185,onset of block,ropivacaine + diluted clonidine with saline,ropivacaine + saline
7834,4541185,drop in heart rate,ropivacaine + diluted clonidine with saline,ropivacaine + saline
7837,4738984,performance prediction,positive input,negative input
7839,4546316,vision impairment,topical steroid,no steroid
7842,1896161,computerized quantification of wheezing and crackles in infants,albuterol,epinephrine
7843,1896161,respiratory rate and heart rate,albuterol,epinephrine
7847,3224655,lung function,routine pharmacological treatment,routine treatment and NIV
7849,3224655,paco2,routine,routine + NIV
7854,5379244,glucose control,day-and-night closed-loop insulin,usual pump therapy
7855,4517417,"implantation rate, chemical pregnancy rate, clinical pregnancy rate, ongoing pregnancy rate, ectopic pregnancy rate, and miscarriage rate",DFE 2 cm,midpoint of ECL
7857,4955417,The mean Paracetamol® dose/patient,"RO (had external ring opened, hernial sac twisted and doubly ligated), ST (had hernial sac twisted and doubly ligated without opening the ring), DL (had double ligation of hernial sac without ring opening nor twisted) while SL (had single ligation of hernial sac with neither ring opening nor sac twisting)",baseline
7858,5324269,25(OH)D level,"D2, D3, D2/D3",placebo
7861,4368876,treatment condition,ultrabrief (at 8 times seizure threshold) RUL ECT,brief (at 5 times seizure threshold) pulse RUL ECT
7863,4368876,Montgomery-Åsberg Depression Rating Scale (MADRS; Montgomery and Asberg), ultrabrief (at 8 times seizure threshold) RUL ECT,brief (at 5 times seizure threshold) pulse RUL ECT
7865,2778511,Patients preferense,"'one-time general consent' (asked written informed consent), 'opt-out plus' (had the opportunity to opt out by a form)",the standard hospital procedure (control group)
7867,5513842,Numerical Rating Scale (NRS) pain scores,paravertebral block (PVB),control
7868,5513842,nurse-administered morphine,paravertebral block (PVB),control
7871,5234109,"HR, systolic blood pressure (SBP), and diastolic blood pressure (DBP)",pre-workout dietary supplement (PWS) with p-synephrine (S); pre-workout dietary supplement (PWS) without p-synephrine,maltodextrin placebo (PLA)
7872,5234109,oxygen uptake (VO2),pre-workout dietary supplement (PWS) with p-synephrine (S); ,maltodextrin placebo (PLA)
7876,5234109,plasma creatine levels after 1h and 2h,pre-workout dietary supplement (PWS) with p-synephrine (S); pre-workout dietary supplement (PWS) without p-synephrine (S);,maltodextrin placebo (PLA)
7877,5234109,"HDL-C, LDL-C or triglyceride levels",pre-workout dietary supplement (PWS) with p-synephrine (S); pre-workout dietary supplement (PWS) without p-synephrine (S);,maltodextrin placebo (PLA)
7878,3691930,The total effective rate,electroacupuncture plus western conventional medication (WCM),single western conventional medication (WCM)
7879,3691930,"National Institutes of Health Stroke Scale (NIHSS) score, Fugl-Meyer Assessment Scale (FMA) score, and triple-stimulation technique (TST) ratio",electroacupuncture plus western conventional medication (WCM),single western conventional medication (WCM)
7883,5471294,Ongoing pregnancy (OP) rate,GnRH agonist,control
7884,5471294,live birth (LB) rate,GnRH agonist,control
7886,3814649,cleavage and blastocyst rates,"Vitrified group: COCs were exposed to VS1 and VS2, loaded on cryotops, vitrified in liquid nitrogen and then warmed in TCM-199 + 17.1% sucrose + 20% CS at 37 C for 1 min.",Control group: no treatment; VS1 group: COCs were exposed to vitrification solution 1 (VS1) containing 7.5% ethylene glycol [EG] + 7.5% dimethyl sulfoxide [DMSO] + 20% calf serum [CS] in TCM-199 at 37 C for 5 min; VS1 + VS2 group: COCs were exposed to VS1 for 5 min followed by VS2 (15% EG + 15% DMSO + 17.1% sucrose + 20% CS) at 37 C for 45–60 sec;
7892,4124476,the incidence of PONV or need for rescue antiemetics 0–2 h postoperatively, ramosetron (0.3mg; group C),"ondansetron (4mg; group A), ondansetron (8 mg; group B) "
7895,3438438,HbA1c and blood sugar,program and jogging based on health belief model (HBM) on sugar control in type 2 diabetic patients,control
7896,3438438,instructions for jogging,program and jogging based on health belief model (HBM) on sugar control in type 2 diabetic patients,control
7897,3556012,The frequency of defecation,cassia fistula emulsion (CFE) ,mineral oil (MO)
7898,3556012,The severity of pain during defecation and consistency of stool,cassia fistula emulsion (CFE) ,mineral oil (MO)
7899,3556012,fecal incontinence and retentive posturing,cassia fistula emulsion (CFE) ,mineral oil (MO)
7905,60007,systolic blood pressure (SBP) and diastolic blood pressure (DBP),mivacurium 250 μg/kg,mivacurium 200 μg/kg
7907,4389469,evaluation of coronary flow,(A group) graft of right internal mammary artery to the anterior interventricular branch,(B group) graft of left internal mammary artery to the same branch
7908,4389469,assessment of functional class - NYHA class,(A group) graft of right internal mammary artery to the anterior interventricular branch,(B group) graft of left internal mammary artery to the same branch
7911,2877680,"Similarly, lipid ratios, including total-cholesterol:HDL-cholesterol, LDL-cholesterol:HDL-cholesterol, TAG:HDL-cholesterol, non-HDL-cholesterol:HDL-cholesterol and apolipoprotein B:apolipoprotein AI",whole grain wheat sourdough bread,white bread
7913,2796659,Hamilton Anxiety Rating Scale (HAM-A),NIR to left forehead at F3 to right forehead at F4,baseline
7917,4258079,time sedation score curve (AUCsed),Detomidine at 80kg−1 was administered to ten calves sublingually (GEL),30kg−1 to ten control calves IV (V. jugularis)
7921,4856346,viewing times,positive Twitter messages,negative Twitter messages
7922,1475428,hSGLT3 transcript levels in skeletal muscle,resistance training (3x/wk),standard of care (controls)
7924,1475428,whole-body muscle strength,resistance training (3x/wk),standard of care (controls)
7925,3526879,"body weight (BW), body fat (BF), fat mass (FM), lean mass (LM), and BMI",appropriate weight (AW) trained (AWT) group,baseline
7926,3526879,lean mass (LM),obesity (O) trained (OT) group,baseline
7930,3526879,BMI,"appropriate weight (AW) control (AWC) groups, overweight (OW) control (OWC) group",obesity (O) control (OC) group
8191,4963027,Body mass index z-scores in obese kids ,Information sessions plus digital resources,Control
7932,3526879,change in BMI,obesity (OT) group,"appropriate weight (AWT) groups, overweight (OWT) group "
7933,1868720,Sickness absence,at risk' group,'not at risk' group
7934,1868720,For duration of sick leave (days) and frequency of sickness absence (spells),at risk' group,'not at risk' group
7938,4486927,"The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype",peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks
7939,4491277,"pregnancy rates (PR), clinical pregnancy rates (cPR), miscarriage rates (MR), and live birth rates (LBR)","cohort A, hCG application was performed two days before blastocyst transfer, ","cohort B, the administration of hCG occurred just prior to embryo transfer on day 5"
7944,4274965,stress levels,younger adults,older adults
7947,4061773,Post-ingestion bicarbonate and base excess,(ACU) sodium citrate dihydrate (Na-CIT) supplementation (0.5kg-1; chronic sodium citrate dihydrate (Na-CIT) (CHR) supplementation (0.1kg-1 for three days and 0.3kg-1 on the forth day 120;min pre-trial,"acute placebo (PLC-A),), and chronic placebo (PLC-C)"
7949,4061773,blood lactate concentrations,"(ACU) sodium citrate dihydrate (Na-CIT) supplementation (0.5kg-1; acute placebo (PLC-A),), and chronic placebo (PLC-C); chronic sodium citrate dihydrate (Na-CIT) (CHR) supplementation (0.1kg-1 for three days and 0.3kg-1 on the forth day 120;min pre-trial",baseline
7441,4744782,Upset following behavior problems,"a 14‐week behavioral intervention using video instructional materials, workbook and telephone coaching in behavioral management, pleasant events scheduling, and relaxation",baseline
7953,3603112,HbA1c,walk for 5 minutes per hour for most waking hours for 24 weeks,baseline
7954,3603112,HbA1c,control,baseline
7446,4335628,cognitive function,(2) an experimental group trained at a heart rate intensity corresponding to ventilatory threshold 1 (VT-1) for 60 min/day 3 times weekly on alternate days for 6 months using a cycle ergometer,(1) a control group asked not to change their normal everyday activities and not to start any regular physical exercise program
7958,3816862,body weight and BMI regain at follow-up,6-month hypocaloric diet,baseline
7964,3940644,The relative risk of having had any fall at 24 months,multifactorial intervention to reduce falls among the oldest-old people,control
7965,3940644,time to first and second fall,multifactorial intervention to reduce falls among the oldest-old people,control
7454,1550608,Emergency Room Visits and health distress,questionnaires online,mailed paper-and-pencil versions
7966,2784472,Improvement in GSRS (Gastrointestinal Symptom Rating Scale) VAS-Gas score - in adults with post prandial intestinal gas-related symptoms and no GI diagnoses,Digestive AdvantageTM Gas Defense Formula (GD) group,Placebo group
7967,2784472,Improvement in GSRS (Gastrointestinal Symptom Rating Scale) abdominal pain subscore - in adults with post prandial intestinal gas-related symptoms and no GI diagnoses,Digestive AdvantageTM Gas Defense Formula (GD) group,Placebo group
7457,3611073,Sensory block levels,supine position immediately after 6.5 mg hyperbaric bupivacaine were injected (L group),emain in the sitting position for 2 minutes before they also assumed the supine position (S group)
7969,2784472,Improvement in GSRS (Gastrointestinal Symptom Rating Scale) total score - in adults with post prandial intestinal gas-related symptoms and no GI diagnoses,Digestive AdvantageTM Gas Defense Formula (GD) group,Placebo group
